review_id,helpful_votes,total_votes
R3K2LWL2UC42IY,20,20
R3G3YU5S0WWVLP,56,58
R1V5JZYYV21ZRR,30,32
R1SPW7SS9ZJV73,32,36
R9D7DPOE2E7G6,24,24
R5VSNYE5NBZZ4,30,42
R1KD50SOUB4OJA,87,93
R1JOAGKTTZH8KG,18,20
RHK3UMEOUI9D7,29,32
R1R89ML8YJXJDL,34,47
R162EVF3ONBW9G,32,35
R24X830AENHUV3,66,71
R1XREA0DUIOEL3,63,65
R33YZ85RSHICDM,38,41
RBD2OCRIRKTFJ,23,25
R1V2DJPTFWV9KY,15,29
R2CNLQXMPYG19O,56,65
R39ZHX6RNS2Q9P,20,20
RQLKYQHCEJW6E,42,53
R2IDH6T0AS317W,21,23
R49I3I56RTVMJ,27,29
RQ1UURQVZTLLF,18,27
RBOKTT0ZDBWNP,14,22
R2ABIONXNXVOKM,17,20
R1BMLMQ98NADEF,19,22
R1T6JKTB1KCZ0F,245,261
R1EH65FSDEN46S,20,23
ROEN5359Z0PSG,49,64
R2VFIRNU9ONY72,11,20
R1NPOW5J2F0F2U,67,77
R2K2Y05KS21N1C,37,44
R307L1UX027BWH,90,97
R29QD5YBFBY1I6,36,38
R1RNRXE02CEK8Q,19,26
R31PH4ADH7XZR1,20,22
R2VBGKDY89YHWK,38,47
RN4VXAW0YZ63D,90,109
R1M1JGL4VVDQH5,24,27
R2N2Q7O8JTO6YX,23,24
REE2IZDH724JT,46,51
R1CP36OPJ2LC1J,16,21
R1M6ZFCPMQZAZW,24,28
R19ZSTCMMECWTJ,95,101
R256WDS26XX4AL,83,95
RQJY87PDCDBFJ,45,47
R2AXTCDJ9XZ8WN,53,60
RAC2AJZFOGVR9,99,100
RLII9VXUR2MOS,81,86
R12NUW5RN20RFG,51,52
R2PZ9YZBZRLUS,19,20
R2FKARJMHBHBC0,37,40
R38I0WL87XY32D,53,60
R35UHIU9XQA6EW,88,97
R182SMWXZ0M4AI,18,21
R5XXKJJKQBURS,26,32
R23NJM87D53HSK,35,35
RTKOVXHFCZJ8N,36,39
R2KPKEYQXE1GOX,15,76
RW2EE2YN6DCI8,21,21
RC3H25AASELPM,26,29
R2IWAA47QAC3NH,30,32
R1XUP32R09S6CC,26,30
R34PSOUN7MQMVE,22,23
R1NVGYSF3HLG8S,107,123
RNJL3WZNSCJ7A,0,33
R3OGB1UIYEF2CZ,236,244
R27P30HFLPHXJO,26,30
R1P1LS09XPBF5V,7,27
R2TC5WA03A0BNC,54,60
R3245C6E3B2N01,73,77
R699OQAA57O61,24,27
R325P7A1IEA9N2,50,51
RMN7A5XGIMFUJ,29,44
RP7ODYBY8738H,49,54
R1BM1H4567UO25,59,65
R3K29GYW51OHWK,108,108
R37GSRHTQQIA1X,23,27
R25FZJN63W8GFS,2,25
R210YU08Y4MSLC,28,33
R38377HZEMZ8HW,318,335
R264G3WWM7L10W,307,323
R3BLWBGKTI0DN6,38,40
R38901V3SDDSF3,68,76
R2HML59DHEN4GU,33,39
RO02HGTTJ9WTZ,21,25
RL1NEOI7UW7X7,17,24
R31HYX0OA190EO,63,64
R6CTXIQX2EXUJ,112,123
R69HQGL1RKKLO,48,52
R12CBO35YVIN4J,26,38
R2UGSY34TPIOZ,28,28
R3P4VZ27J6BHHS,19,21
R1HV0QWTR3Q056,3,31
R390C7UUTJ8AAU,18,20
R32BSRFAQIABGA,8,20
R3UX3XD5GDPWFF,37,40
R3H4N1SXEDWEAV,21,21
R1V3BOCLW0C6QT,32,43
R3K7GBXMCU5TWP,52,60
R117YQ7NTQEFG,22,28
RA11V79QEJRLI,35,36
RIP50A6MYAAGR,23,23
RWP7QY32BCQFJ,164,168
R3E9G5RX1QLVXI,21,22
R3VX5HCIE5BQ35,71,84
R2LX6P9AUUCUP,22,29
R2VB139X6X9E8Y,23,28
R30M7N6CX0KV6L,26,32
R34T1DFLFMSTDI,19,27
R1Z61W0GV5CVQR,26,27
R1GG9U3Y36JSJ3,36,38
R3CDTCNR7U3HBT,84,93
R1KMAB1BZW0ROL,32,36
R3EBW2NEJMFKWG,19,20
R3YBUI6POJ3Z9,105,111
R1T68PBHBMS48E,99,106
R2WD3HPBHQ7Q7E,28,43
R10BZATFNQ3ZC6,27,28
R3RVMOAX1JKV7E,51,59
R3ETOMNW7GV3TG,50,55
R2NJ73R2RIVZW3,202,209
R5391MPDAW119,77,86
RIXCO2P1JWR98,108,113
R7V7KWD3OJ34P,3,20
R7P7N5F9ZHVO3,32,34
R2MELP75TYANWH,20,22
R1423UGCZUYMT0,32,34
R2J8CYQEC7DL7S,21,23
R293FC66KN39P,14,20
R2E2NSQ8R5IK5,277,281
R2V3WKJLTFQIPH,69,76
R3UOBC78ZCCJOD,76,78
R2TTZ14VENVXKZ,65,68
R2QTIWJGEEBVB9,115,118
R1EGJFT2K7L0ZE,28,34
R3H1R6AJ0NXS2Q,175,176
R3RM7P1QOCUK4I,15,21
R2RXY13MPE3QEV,19,20
RPU4WDTVOZRAX,28,33
R3GBB5ELX7MLOF,18,20
RUHKS1UVRMLWT,26,28
R1VCL8B61WIQ9W,127,128
RRNEANL89QQTG,27,32
R1Q5T1645UK4ZC,14,20
R17S83K5I89YI3,74,75
R1E97EXRMT6PR,24,24
R1PIME6D41OJYK,1,33
RB6O3QVX5UZWO,18,20
R3ML1CWU8BD3Z4,57,121
R2VSONEXBNG01G,51,56
RBCYS7QXP0C96,62,63
R3BRFE19VSBX4U,23,23
R3GRJ9O8ZA53PO,20,21
R1KQBG5WRBMEH2,36,40
R12F04GDGDROMG,27,29
R6R6ON2PKSEAE,32,36
R2J5OZVIB2DXYE,18,22
RZUW0OURTLG9Z,16,20
R2B7QEGWMNU9VM,56,60
R26UHTFJYDNP1Y,24,26
R14RQNG5N3WJ21,223,264
R2KBS2Q6W5HROB,25,33
R1AASO2VGVWWXE,23,23
R31ZGYYXQWTV3S,23,26
R3V58IQDMF6D8P,23,26
R292GCQ84VJ83C,60,61
RRCAQ4JLIWZMR,40,47
RQTYYQERZ7YGF,160,164
R22PDI2KT376FQ,0,60
R3AO6WUL5DAH63,57,66
R30VYROKXTHH3Y,21,22
R1R6LGRVSO7S07,38,45
R2NUWOPOVO8CS8,53,55
R3DFPUNPLXYRPY,36,39
R24M74AONK01TR,4,21
R3K8L9JTCK1CJ,17,22
R2JSIX53NDDWD7,263,306
R2QGWGO9HUSQ8A,26,27
R3C2DSLPIXEHOB,18,20
R1R02HIY5SN7ZT,64,69
R3F7YXUVFO1OTA,198,199
R1H8RN5EAAMGMM,64,65
R1SX82BDVLRQK4,26,31
R27UB1M7TLFW13,19,22
RZHRJVFFGRN7V,40,46
RF17NN7217K3Q,154,175
R1585OL9A5BDGB,23,24
R3RV4DAOCO70US,26,28
RG2TW6VZ39XJJ,39,39
R2NDNK3Q4J50EW,96,106
RVTDEJ10C2Y05,46,47
R287S14K5EX0EQ,924,939
RG7UEURB57JX1,49,51
R35FVH6E1P9TPR,42,50
RCGZ1GOM56HV3,22,24
R1YDP781SPZ1ZJ,28,49
R13CO7QD5813LQ,24,26
R1S28OOMWWUFND,34,49
R1NX0DC52DYIII,44,44
R2XMQV7S57WKWM,33,33
R3D9QOFKFE8FPL,28,29
R260HTI00HL01U,41,41
R3DN73F9MDD816,14,23
R14QXF76408RNF,38,44
R3GZQXGDRISXPJ,36,37
R2H1P6SBIE2O0F,144,152
R1J8B3WFFEC6JT,65,66
RKECOJ0MQP77U,22,23
R30VWFI6QQF9O0,20,20
R2KQ9H5TST5K6B,92,95
R3TI6TBN973H91,79,84
R1N85H2UT5DASG,68,69
R3FG9WFKAQ82A,422,453
R2MT5ISI0OY9MW,39,40
RY7OFKO7JSJZ0,51,51
R2UBS2Q2TRGYOV,20,21
RVL0ZJ4TT91C7,60,73
R2KAU4L7XU0N4G,20,22
R1ZCFV0MHT1BLA,45,49
R2RN7E16L5GSPT,13,78
RH76AU20693PI,18,20
R3HL3JW7TF8TNG,16,20
R3VIDUX1IVP137,40,46
R33PAQR0DDVZUD,22,26
R30W0T0W5YT3SJ,24,26
R2F5FFJY89Y2TA,58,62
RKDHKLVFATWD,11,57
R3NZ35ZBUBIRQ2,49,56
RHGQ4OLE8XPLZ,25,27
R12X7BHQ0AQZWT,28,29
R1UNNDL0L6QL6Q,23,24
R2HVF3COW1GRNP,20,27
R9O51WP7360GT,3,21
RI9NSB2YDALTR,20,21
R2257RJ7AZPON7,22,24
R2T1IZGU8W1SJJ,32,38
R1BA2FYJAK3DHJ,102,109
R1DTNJ3WGWNUZ,23,23
R3L730TXIZD1L6,28,32
RLGCZTJD4N8FY,37,44
R1DRVZI1ZGOR0X,23,27
R2U7T7D903IPXG,31,33
R2WNEUM9G8BZA4,19,20
R2ED01BG500XBB,37,44
R1O44VA69RN3H4,17,21
R1GAW7FKE3ULQP,91,98
RMB0OWQFJEDE1,21,23
RLK0D9Y4ZZT22,22,35
RMRY2OKH1GMPH,19,21
R267SQBCVPWHHK,44,45
R11QXVXKVTVREZ,176,179
R2X34DPC0WLBDN,237,251
RZTAITOW3ZD0G,45,47
R284F81TTKE9DI,21,25
RKXQ92R4QCY48,25,27
R2HJA8AWAYQUGT,45,47
R15GJFL0J93E37,74,76
R3IVFX1IT6JVZX,23,25
R3L60FDVH786ET,30,39
R3RHTPW0J01V3L,28,30
R2ZWVP36Q9DOP4,19,20
R3Q93L5A80U95S,27,30
RHQ7NI0DSVXV7,53,54
RM0KW947WJO5C,42,44
ROCVU7M84S4L4,36,38
R16BVM90J0DK83,23,26
R9LHVM8OUAIKH,16,21
R3OTU07BOP3GBO,25,29
R1QDR9737A3XQR,30,30
RIUBZK0Q0U7QE,251,256
RSTACIUCIROW5,13,20
R2JXIMKBMQ338S,27,29
R9F3FCAQYAXTC,843,849
R3R4A7TZKR16L2,19,20
R1XM40CZSXQCUA,38,40
R2ASZMXGJKVRK8,20,20
R3HO4IR3UCRN2F,40,45
R1VJGR9ACMD8V5,17,20
R7MJ82HRK2EH1,68,79
R39S8XYXM1G9EH,31,34
R1YZNKAT3II7B6,216,239
ROGYBJ1N8ZNHA,23,29
RN8IB72X2UPHS,22,24
R2IWOOTL430OU2,29,36
RSUQAC9SEI5IB,147,178
R937VL6YSYP80,26,27
R7BOD87LSKHLI,12,40
R13IOWTRV3BO80,75,81
R2S6L0D6P25E9C,42,46
R2WBFP2GSQS6F,6,21
R3OK7BF7CDODVL,23,23
RK4GE958IZ6EN,66,93
R3OUHQUEF7NC4J,26,27
RUT8PUEEEQOL6,20,20
R2YAAY5ME7INSK,25,25
R14S8RO1UFD2WX,53,66
R3NSBPHVOYPQ9,30,32
R1GLTUXB985IPH,20,20
R2MT4I0KYBCEE0,28,28
R3OCI9NMJ38B54,34,37
R1YXJJWF1EEHAC,4,25
R2U22X583GG78F,23,24
R3KMMAJRNRRCLG,23,25
RJOM3U6X4BI47,12,28
R54A0O8EQDU5G,25,31
R1UJKHOC3G0SAG,18,21
R3AOF28QW6GGN1,22,22
R3JBCGWJU6OH9Y,20,21
R85TOXHI24YI4,187,202
R1H61YVON915FG,19,22
R2A3SSYU6U9LLC,16,21
R37QCAR36PELRR,29,31
R3L23OYZSNIR1Z,72,77
R1PDS8BPN53I2O,13,60
RN482GSRHL170,18,20
R1WQGT7CMP1N9K,23,23
R18P5DGYS701YA,46,138
R33X4VBBR70I6X,119,130
R2M1U9R8SJOVPR,60,61
R3RXF6Z4DAQ4II,33,42
R1215Q6PH21QO1,108,114
R1D6C1SR61S5BF,39,40
R1H45J9609AZBI,56,60
R3LG4625J3JE1O,95,99
R2LRNU1IJ72K2M,15,25
R1M3YLZL11K0XU,9,80
R38B14LCXW8K2N,26,28
R1P8SB01WIQOBH,67,71
R250010TPMU44X,30,34
R24049AIY8AY9P,27,29
R2YUIRFZUIS3AQ,35,36
RYKF8YDDZV7WH,17,22
R8XESW1DCJV3F,20,27
R33GILRYW9EWDX,26,26
R12T42O9GTJ426,124,145
RLZLDY5AVDP57,26,28
R102RLBZ57D9MV,27,31
R30Z16UMWEZPS4,127,140
R10PLL5LXU5T74,20,21
RRWQMLS2R8TP7,19,20
R3GAPA8BAHE1OW,22,25
R1R1VJPT74NVFO,53,59
R1GHI4I9Q9FXXD,64,67
R31N1AG598AWTY,161,164
RFFTGT4CUSY4T,36,39
RR7LDTZEA6DTI,25,32
R87G18D2QSC9Z,25,31
R37CVC6G7S0Z0M,37,40
R2CSHAYS4JTWXU,21,48
R15BQNSGVPJRC6,22,27
RF5ITV69HYYQ,37,44
R19OOCWE6XCDJU,17,32
R1GM1IU3O7UMR5,62,72
R37AYCH0D1Z9CZ,37,39
R2YXOZ4Q0632AC,26,27
R7F17JBE1PKZA,22,22
RXL3CDOPUA3WD,20,21
R1UFET93RO4B6X,43,43
R1UYHSPB188WCI,50,52
R2M538QQ1QHN46,40,41
R1VKISYHQ65KUW,36,40
R2NBLA1TBQN9C2,19,22
R1M99IKY3G9JAW,21,22
RHK0U7DTDAB0Y,14,21
R1X2PTCE6HL5JV,2,38
R1BWCCKI66LZ5W,29,31
RKTZP1Q5GRH5P,1,23
R1KUQ12P5F0ZV6,24,24
RZT1N7CKGC10D,22,29
RP1DBMW2D0HTV,37,38
R286EV1ADFO4BC,325,362
R1Z9ME67CLN0HM,24,60
R3BIP35CX4AMJV,68,78
RX5HUHGPAWPYV,21,22
R2GC2SFOQJCZDM,255,269
R3VUQ1MMZX21Y2,17,21
R2M2HLB8N2QW58,0,20
R2KH7DHROABVCR,21,21
R2FRZQKPLFT3SV,43,45
R11VOEBD3JW8GY,241,259
R11JGO2HYP1SRV,22,25
R1HQ534J21KRJU,27,29
R2DCN5XQ9GSENQ,24,26
RC20V7EKQSZLV,102,113
R1C5LH9GKZ6O2R,28,33
R3MJAL0UUMHMH0,21,22
R1T4GIMQ0Z5E28,27,32
R1CH23LGNMHIDK,0,20
R19J2FTLX146CH,24,25
RVC3DIROTGIB0,350,364
RAT68SFGW3SQY,135,140
RYSDK49F4LGUD,37,39
RYVVJZV5NZTT9,19,20
RJ9DE6SVDA4QP,23,33
RK8L52S82P4OT,14,20
R1N99LQ6VF9R5L,20,28
R16D1IXPLE3RH2,572,597
R1ZLGKE4LEXQP1,21,24
R3FLSOBLQWVLHJ,36,42
R2JQFS3G52L2V4,42,44
R2W8CWMLEU2YY0,116,121
R2CLNUXL6AR7LB,78,80
R12SZM28FHKR4W,34,34
R1R5EWKEYEQTD3,39,39
RAP7I3D5VQ07W,37,37
R3UOSJ3K4KNHHA,32,32
R2KFPW02SKJ6U1,39,48
R2AOI7R5PPSXJ9,10,21
R2SWQOXRP6JOAH,184,186
R1265PRGM4RGMM,19,21
R15B775YDB5PSC,1,21
R2DXKGZF0D9Y0K,27,52
R1ZA9S99DYVHEU,55,57
RL80AIINQQYM1,45,46
R9PWETLDAHVO,62,75
R3UV0J1NZUTI3U,166,192
R1SZJWYRTOG6Q,28,31
R1SF2REJYILEFH,23,23
R107NCVLAS7BUI,18,20
R1MP8HOWTBJBAW,53,57
R817C4I0W0JTW,21,22
R1LDR0O3B1PXZ4,30,33
R1LJY53ZKBLJ8M,343,389
R2LWD9LT2L0RMM,19,20
R1V3SKFVSXFD1L,17,21
R2F6SYFDCSYXZ8,28,31
R2IJRUHTBZS1WJ,22,26
R2TMKBWPSBC3J7,44,45
R2W5TG7TH615B4,77,86
R2JRB7ZES4MARY,46,75
R79ZF7C9JES18,17,21
R27951574797DA,21,26
R1ISHRUBM0LENC,57,59
R1D8QR9U0QX92F,238,242
RFHX3LFV58ZUL,76,81
R3DEGUV0Q2UD55,56,56
R2S8SRZ0WWGY8J,36,39
R37B4330L9BXX2,53,65
R1PWNOF609QXKB,62,64
RR7EDL30MU16M,21,26
R1BF6YBBARJXKX,2,20
R1244VDQT5TIA4,43,43
R1M0C89TBJR7D1,11,27
RRERFAN056YOP,49,52
R2TUGY4WATYJSN,28,33
RT27HW1KWXIEI,19,21
R18UB3IOAO8D3G,31,34
RO6DZ893TWR97,22,29
R1IRC1LZBCHHYO,22,24
R2Z7CFI9HY0VQO,23,24
RD04OPUD0OUUV,38,41
R1Z0E99R2Z4ZEI,32,37
R2SE79UPHBU0RI,20,24
R1L42OJQ5QS44V,202,204
R3R8E2HHR71RBE,32,38
R1XNANQ16V6F1Y,31,32
R2MFKD18VIN3K0,328,343
R33FV65FNM79CK,24,24
RM6C1375K7BCA,9,20
R179TCCDZNYZIS,111,120
RXHW5Y6Y8L94V,26,30
R2MCRH8LVDD2X5,40,53
R25WOANKH4BOZA,58,73
R3U7STX7Y2QUI8,77,81
RDT7TH43T9UII,26,29
R139X54JO6OKKC,20,22
R3RN8DHWQ912XB,48,49
R7SMBYU3UW7LF,49,50
RE54W30VZS2PN,31,32
R1FZ6L0WYPV20W,22,27
R171SJ0D46BHIG,88,103
RB81EOAN7XVKO,18,23
RS4NOTCKF4SYG,30,33
RCNTUADTBK60V,44,49
RB4EDLCNDI1TS,21,30
R1G1YZHBEUPQK6,11,43
R22AGOGUVW3UK,16,32
R3RLKMU54QCR4C,43,47
R2TJ0XK9M7LH2M,16,21
R3D6J7ZGTT082H,3,20
R6OJMTQPO1CCY,28,29
R2R1BJ8GE390DF,26,26
R174VCHMYB5S3C,56,67
R32OOV6Q9CWCWB,96,102
R2XI92YA9SVUPP,67,71
R29WKK03SOTGEN,18,28
R1QZ1940Z6AIAN,44,45
R1QYGE8KD6E1BR,15,32
R1YROBJTMWM0TK,24,29
RISGUFOFULF6L,5,29
RBCPQUM4QCBMU,50,60
R2EFSKVY8PZ8GV,61,64
R3S9SXH8R0NKTM,25,29
RGG1PHEE71FKH,23,29
R3QQF3QB3TXLLC,31,40
R2RTFGJ7X4JG4O,84,85
RN4D42XX5PM8E,37,39
R3BSSFK0V7C2X0,1,42
R3914KQ4TYJ52Y,25,29
R2M5FYD5B9MLHR,59,70
R367DK72G99B8X,26,29
R1PHDR4JP9YVO5,17,20
RZ9PSVRVJSOF3,193,198
RIQYZW6RWEL5S,20,27
R3O0OUN0ET7YN0,12,51
RG3TTWAKM4MIM,39,42
R5DLZ6PJGUTQ6,29,31
R2FESTVTTBX5YZ,20,22
R1JRKLBIAQYIOI,71,71
R1A8MMI7ZLB7FX,31,31
R2OFBRBMLIJTDU,23,24
R20UNN2ELPH4JR,32,33
R25JJ8L1GK0I57,22,23
R2JCWIBVBXN8UD,52,64
R1LYCM3RQ0KGDT,32,33
RGHZCZP4S05L,23,25
RZOLL4H96KJ5Z,5,32
R11NZLDX6KWHOW,43,43
RA2XI24QRWCAZ,22,30
R2JYJB6P9OXPNC,24,27
R16EJWWVBSUB7,58,59
R37571ZHIVC3OL,22,26
R16KOUJKW0G3VC,45,48
R10MLBUZ3X67KO,252,296
R1VVMF4RQ6MEL5,76,84
R2M3YSMN0CITFB,2,25
R39JVXCPXEUOWQ,18,20
R3QK2YD87YVU7O,27,28
R1QNVQ5NX17PUZ,40,43
R2Q94G5AD8Y2XD,28,34
R8VPYD10DMCQ,22,25
RPO1YMLB1CQM4,19,20
R2KBW62FCIJSY8,278,304
R1H5LIAU44K9O,272,304
R1KS2QP79NPK4Q,19,20
R342W2WXITWLN5,29,31
R2BV5OTMIK4SPS,62,64
R1NPTISXSFF4AT,16,22
R1CRNNSSASUAQ2,5,32
R1ZEV5WEM129SP,103,113
RZDYDVOLSVIO6,19,20
R15LUECRXL4XKR,14,26
R1RZB0FL8S17JJ,13,40
R2UBQJ1CK6JHJY,94,149
R2QA75HHGIIVBB,59,62
RFXHEHUX71C88,12,35
R2D0ABOZYQ2HSU,23,25
R10D4VHNRINS0B,17,20
R1LKC9ESJ9QU6K,20,21
R3CMXU8ONYQIQ1,63,86
RJKRKOPZRMPN1,218,219
R3YN7E3PNGKUM,20,26
R3M2OB945HBXY4,50,58
R1KNOYBQP7540F,46,50
R2ERAX6J22GGY1,47,47
R3HMUATXY713PM,25,27
R3VUFFUIPIITAD,38,39
R5QG6248EEBVV,338,375
R1ZOEY11EHR694,151,173
R3RCCQT86A30ZC,42,49
R3STVGI230UT4B,35,36
R2XTP5PPEYHFH0,17,26
R333SH6QNCDFDR,17,20
R17ATJZMKGPUC6,11,21
R2JKT6401K8F6Q,45,51
R18R8WNBFW7TL6,21,23
RZCHABF9PJIJ9,115,134
R15PA6Y2TMC0IE,95,97
R3PXBL2HIXSJI7,41,42
R1OJOZS1878FH0,33,38
R2XFQFDQPRMK92,3,25
R3R3DBJ9QNQZNF,23,32
R2BCROWMBCZN39,8,26
R3QX2AM8EAJMDI,5,28
R2UZWEYTZOUT4R,74,76
R24S48CNYKELHX,41,44
RUKLZ3F7ZE9F4,63,65
R3FA2LFKNRSIYE,27,31
R2LNBMN3EZ873,47,50
R2ZJKWMOEMUO9S,25,28
RRIFA0NK1B7UO,23,32
R229LO183WXCJO,15,23
R38VDSYSC5EEVU,10,25
RS2IR6CBH0RH0,64,67
R1V3B1SL8R7OR5,215,243
R35HNN3N342CFN,0,22
RLSS6SJV7TSK3,21,21
R3NKFFSI6U1GAG,16,20
R2BOYMEVFOAF41,49,50
R1J3T12KPHC6VG,7,25
R3Q6CAND09CWYH,32,39
R17KDKLUOSU216,24,27
R7QR7B7APSNWR,5,55
R20SUJ2LY7VSVP,68,83
R1CX1VOT44XTX6,17,21
R3VF8IIV995SQ2,55,58
R3VYEWSJPAHV5V,27,27
R2F7IV6NNJ3KYA,19,45
R2IP2W2XBRAE4S,2,22
RUK04WUH9VNZJ,139,147
REMNFFIXSPB2L,0,28
R20S5T5NZXF5NO,218,228
R1Z0Q6M6PYNQ07,21,24
R1QEM2ZMOMVS31,35,36
R3EO25RAV8KVCA,29,32
R1RF60V85BH42O,73,77
R3T7EFEKNFOEP4,20,21
R2KT9VZLV2AMUB,29,29
R1BN1C3PCDVT3R,37,37
R2S55UH05WE9T4,162,171
R15J6TW1P3WNN,42,47
R205HB1LJ3QLM0,22,23
RMVSDVJG7IO8J,41,42
R9HJ17SVSJJBZ,15,21
R28EAISWXH5VTL,14,20
RSCKZS6KK4SIT,28,30
R3NSQO8Z7GG3S4,12,47
R3PFJVA39N68OU,22,24
R1K9UJJ2T38NXB,45,53
RN52LZ2TMGE2A,34,38
RRM0AVUI0G3KC,21,21
R19VE20FBWM8CE,22,24
R3QE3P9H9A7XIE,32,33
R2PD9MLX6F536K,26,26
R12VZH1RG837YZ,17,20
R1I9WK6JCE6FC5,8,22
R2WKARC8BC6SM,5,20
R3AJOKKCTRF9ML,28,30
R2U9KA8G6YXDZ6,48,48
R1EI736BGCN103,16,20
RDHB3WO1O269H,52,58
R3P15KKRAVLBAQ,26,29
R26CMX03KMGTKI,63,73
R1AH9ZQLMAC3Q3,374,377
R23AJ53H31WAS1,21,22
R1TC402Z74BDVN,133,154
R3G0HEP9W01WC,102,105
R1KXQOLOL1ZJQC,38,41
R2R1GE27PXNZ5G,27,31
R1X9PZE6AVD806,309,321
R31U2NA9H180VB,18,23
R1LF1L7WXRZPQB,75,76
RAXNU21WK7AI1,19,20
R3A9DPTB020E2R,78,78
R3C9TU8ST016LA,22,23
R1IUEBIF9DO53X,25,32
RV2QK48JY9RTI,22,22
R3CNMJQGCAG6NS,17,25
R34FHBZULUDE78,50,54
R3F75BWR2WWYTV,14,53
R3S05TA5UNOOAL,45,48
R2S9MTFBFZWJ5G,22,25
R2OIZR91NGLOXK,17,20
R37TJH51JX1Q69,40,42
RORZZK9BJY88K,24,28
R36UEWESTXUZS6,12,20
R2SHMDV2CJ8VMS,28,30
RFEVDI61PLCSI,182,194
R12M5ZYKWB219Y,81,97
R2FA0FCN56843R,64,67
R33J1W257XDJRH,88,103
R3GB2X19CMK7DF,42,47
R2WXAP32SW2U2X,37,39
R5NM0834E9PPW,39,41
R2EKDPLCJXI09O,22,25
R6DCQW9X4BXFK,44,50
R1OYCT7SOY5QM4,37,51
R3GTQG1B23HKPK,290,319
R2L9E603WD5P6L,19,20
R2D0QJIC9DLFW5,25,27
R25A75PR28NTMC,62,68
R2AQHO3EQ525DU,150,163
R3OQYQBCEZGOE4,26,32
RUM5Z5PN2JV5Q,76,78
R17GYZ0GTMOEP4,10,22
R3H3FRMJMQFAKR,27,31
R2JRO99MDYPKMC,38,41
R33RV7VCMCAWDK,21,22
RRX1E5S6072P3,3,48
R30T5JMW3SX79L,23,26
R16MND4KISIV03,19,26
RE9YEK2I9WQ9T,130,131
R3OJRBMJJ63744,92,126
R2GQS2B1RAQQSQ,37,37
R1T0JEP9W35C3I,29,29
R2ZCPMC7UXBJM4,25,25
R27V672DCR3OCW,23,23
R1BT8YEDB60J5H,26,29
R2MSFW0XRW4QW8,113,123
R1KLNECXRKG36J,18,25
R36UN9J950ILX9,20,21
R2MP1JKDGH2Q54,25,35
R3ICSGKIV4SUXK,17,23
R1H5RQJWQ4IX9N,13,73
R3RZM3W3PKXVA,35,39
R3RH1CLUFVT699,31,32
R290S0R3EP755,20,27
R29EUAU348GR32,23,23
R1RGPNYANU89SF,22,24
R3EMMG7FT74Y29,29,32
R1OYNIBE26BDI1,14,21
R1INKAS54IQEQ3,16,25
R4ZXBF8GM92PH,138,145
RJVMIR1W961SH,201,204
R10OYIMQ3P0H6,1,20
RJGXWS23QZRTC,28,31
R1IR15XGSG3DT3,22,22
R1HICNNR1U2TXQ,33,34
R2MBUYOW9AAPRT,29,29
R9VMCGT3Q8QBH,31,32
R3NAZBXDRMBFOR,32,33
R1EO9KLBI3F7K9,20,20
R1NC9XS9FUZQB3,24,25
RKL47WWROR9BZ,18,21
R3PI140H4D7VO,9,24
R1PH0OGCZGV0CZ,93,109
R3IBAVP36MENUP,44,45
R2P0N72C032WTQ,21,23
RJMN9LXRA9MMN,36,43
RBBQFG8OUPTMN,40,46
R3JK0ORKSOV82O,24,24
R34IUS1CRZFGLJ,20,20
R35V64N7IZAUCC,25,25
R2N593MFHR04QA,23,24
R2K5MBZ5U5ASX,72,74
R120BFUKV9KGTE,30,35
R268LF2O8EQDMP,26,28
R29S6ATULX7L7A,35,37
R2UOHO3FRG0KMW,26,29
R3DZ5Y2QACLLX4,19,20
R1ZUDKMFYPHW4L,6,21
R25B06OB9ETGRY,23,29
R3933RBM91KFIF,16,20
R3NSGJ344AKU76,90,106
R3UHBSC51Y5N8R,25,26
R2VUOD38L5ZZUM,28,30
R24LTQZQOPJ4U1,128,130
R389N67HLBHBA2,26,29
R1NCXUVBJOYXU4,30,36
R1C66OZ5V5UOJI,21,21
R2PTHTEDO99186,21,25
R33GRMO7QFHAWA,23,25
R23Y3975XUQ9GC,96,97
R1IB20U3PMDMFX,13,24
R3VBURQ44HFJP0,92,98
R37B1IEZEVGEBL,22,23
R1PA0RNHAVSWWX,80,83
RFHFZJ7Q7JSIA,140,148
RKGSN0QQI96N1,20,20
R3QKLLC80YDLFV,31,32
RWE0FQMFZ5C5F,1109,1137
RZV2SHS08MR19,40,43
R2MQYL7K6WZDIV,4,43
R1LPTH6FJL2ZGR,42,58
R3SZFT85AYNUQ3,17,21
R1AI38R3U6T8HN,21,21
RGBMF0Z9GTWGF,25,28
R3R6519A2786YZ,20,20
R3C7C2YF2W0EFC,42,43
R3UGZILVL1LDSN,83,95
R25MF5MNNZYABJ,45,50
RCCSBEEVWP8U7,123,166
R3Q713M4NT5G5V,45,58
R3BS68LF5B82GO,21,23
RPT3IF8L87AG8,35,38
R3H0RI78X4RGOE,704,733
RYVT91F59VH4B,47,52
RW068M5LZ6E29,28,33
R3FDPZZN5MP2XY,19,20
R37V545BDIY7NX,14,20
R3FXUVZXS9TP5D,18,20
R1J2O0LI0YDWIP,23,23
RRV6LHH6ZA14K,36,39
R1MUHJ5Z3OM79Y,11,25
R2VVMG7WT518GQ,95,108
RZMMILQXOHMXW,100,113
R1XE62Y0CNIFIZ,18,21
