review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase, Percent 
R1HGJDGS79S3O,4,31,32,N,N, 0.97 
R1ZVUCU5P3TNBO,5,17,22,N,N, 0.77 
R1LAZ0JA2UM33V,4,72,75,N,Y, 0.96 
R3CEW5FNJ5JF4K,3,3,21,N,Y, 0.14 
R30F24O7E94YT,4,27,29,N,Y, 0.93 
R1DSBB5TCHFYJO,5,25,27,N,Y, 0.93 
R2SFJB5F30OQX4,3,20,20,N,Y, 1.00 
R2UUL9ES6EY8YL,5,26,34,N,Y, 0.76 
R2DFSJVRNMIGY0,5,126,127,N,Y, 0.99 
R2RN47O8WMHQ6Y,5,26,27,N,Y, 0.96 
R28Q5A9F3XA3ZI,3,61,61,N,N, 1.00 
RU3EUMJRKYXG6,1,195,222,N,Y, 0.88 
R27R2FGOBJSOZF,1,1,25,N,N, 0.04 
R1OWPMA4JPQYF2,3,160,164,N,Y, 0.98 
RKBKJSW4WM16L,4,44,47,N,Y, 0.94 
RBRHSG9YCUN5A,2,35,40,N,Y, 0.88 
R2INJO3ELSDZYL,4,63,64,N,Y, 0.98 
R48NCA85V8GCT,5,19,20,N,N, 0.95 
R9XJ4KPQSJJGL,5,17,23,N,Y, 0.74 
R11UVLIBK2HLU5,1,20,24,N,Y, 0.83 
RSE1KK3N285TS,2,16,30,N,Y, 0.53 
RA2NYGJ82A4EV,4,29,35,N,Y, 0.83 
R3NN4CTH61L4IT,3,32,35,N,Y, 0.91 
R1YCM7D2TSDGCK,4,29,29,N,Y, 1.00 
RXOENVYEC8P94,5,26,29,N,Y, 0.90 
R2RM8UK23S1DMA,4,23,27,N,N, 0.85 
RJB7D9J5AOOEB,1,56,86,N,Y, 0.65 
R2BOSVSFY0I19V,1,32,33,N,Y, 0.97 
R1KDADR3WJBKPU,1,30,39,N,N, 0.77 
R49WE2UER6TIW,3,26,31,N,N, 0.84 
R1B411RNG76A5T,5,22,26,N,Y, 0.85 
R1LX9284320Z3S,1,32,44,N,Y, 0.73 
RFQZFAC80TESN,4,23,24,Y,N, 0.96 
RCP6THSBM5LWW,5,75,76,N,N, 0.99 
R2TDR8B7UXDYFS,1,36,38,N,Y, 0.95 
R1JB6KJ5J7YKCF,1,165,175,N,Y, 0.94 
RBNZ2U58GWS53,1,20,21,N,N, 0.95 
R1PAR47UT4L2TQ,5,25,27,N,Y, 0.93 
R24NBIFH5QRF7B,5,351,367,N,Y, 0.96 
R1VDE3FALUY5HF,3,3,20,N,Y, 0.15 
R1AUXJQUE0CJ43,1,32,34,N,N, 0.94 
R27YMFL5LAEM93,5,20,26,N,Y, 0.77 
R5QNW03WCLKXK,1,26,33,N,N, 0.79 
R2D6RZLVJ4W8KO,2,16,20,N,N, 0.80 
R2TEFKE8AIG12E,5,20,21,N,N, 0.95 
R1Z6C8ZVSCMPOL,3,47,48,N,Y, 0.98 
R2N86OH3L9Q8WC,5,22,25,N,Y, 0.88 
RPAZ2LDCV5Q7M,2,38,41,N,Y, 0.93 
R2JVSOW8IH0AVN,4,28,37,Y,N, 0.76 
R11NR9OH3KOOVK,5,28,31,N,Y, 0.90 
R3RACPJWSOO9O3,1,18,29,N,Y, 0.62 
R2G0XKAJ0UDPP6,2,35,38,Y,N, 0.92 
R20LST9B2TGIRF,4,40,48,N,Y, 0.83 
RH7OTCNXKEKO5,4,25,31,N,N, 0.81 
R2W2L60NI4AV69,1,48,382,N,N, 0.13 
R14CH7XZGG0QR5,5,95,99,N,Y, 0.96 
R4EXIZCG1Z79H,4,32,32,N,Y, 1.00 
R1DY5VT5YWKD1U,4,117,119,Y,N, 0.98 
RJRZDPTOSHTTZ,5,26,35,N,Y, 0.74 
R3A6INASM04JDD,5,34,35,N,N, 0.97 
R2SFTJGP3IJ138,1,13,44,N,Y, 0.30 
RES6WEBMG6P3F,5,15,23,N,N, 0.65 
R30BE9W6CPY8GZ,5,47,51,N,N, 0.92 
R2F7XT1ZJJ8AG2,5,20,20,N,Y, 1.00 
R2CT0IWO8M482Z,2,21,23,N,Y, 0.91 
RKUO3TQD3VVCL,5,48,50,N,Y, 0.96 
R25SKZ627A5D3M,4,140,161,N,Y, 0.87 
R30KF35PHWDTXN,4,32,40,N,Y, 0.80 
R6F1Y1VFCXR8P,4,85,86,N,Y, 0.99 
R2OS4AUNLZ1W5G,4,25,27,N,N, 0.93 
R9R6EW8U3ZW3G,2,53,57,N,Y, 0.93 
R2CMZ3ULH3256C,3,37,44,N,Y, 0.84 
R3391SX86XZDD4,5,24,27,N,Y, 0.89 
R35VTHESA6JPC7,5,20,20,N,N, 1.00 
R3PMADIXX0ZWI4,2,31,44,N,Y, 0.70 
R3IGDFGV8K4JL8,5,109,114,N,Y, 0.96 
R2YDCAXD3UO7R7,5,75,81,N,Y, 0.93 
R111QGIHCL4RM5,5,20,20,N,Y, 1.00 
R7X7BT7XLDZO4,5,34,35,N,Y, 0.97 
R32C0I8AM5IQIM,1,27,34,N,Y, 0.79 
R1H3DSJUALRAFB,1,2,24,N,N, 0.08 
R5C4TMIWY4XKV,1,18,35,N,N, 0.51 
R5565NRSEDWWQ,4,18,25,N,Y, 0.72 
R3DQ2WZ436ZURK,5,50,55,N,Y, 0.91 
RUZ3KMMH2RXGK,4,29,31,N,Y, 0.94 
R8PZL92WMRYQ7,5,50,53,N,Y, 0.94 
R2O62K8NAV2Z44,4,20,21,N,Y, 0.95 
RVFCYS9GW7XKF,4,22,24,N,Y, 0.92 
RT2J8SQ3GZWC5,5,45,46,N,N, 0.98 
R13Q0THVX1QB9D,5,31,32,N,Y, 0.97 
R2F73IOG0WCU97,5,45,46,N,N, 0.98 
ROKAJF7FMKB8B,5,126,153,Y,N, 0.82 
RPBIWLE0KDVRL,4,206,209,N,N, 0.99 
R3KYRBV40I5DF7,3,17,24,N,N, 0.71 
R34VGHYPEF3WEL,4,34,38,N,N, 0.89 
R3PXFAOGK5XCK0,5,134,140,Y,N, 0.96 
R2JNOC1Y3ZY6IK,5,87,89,N,Y, 0.98 
R22YAB1KSJQM3C,5,23,23,N,N, 1.00 
R3M02QX1CXUQM3,1,15,33,N,N, 0.45 
R107RQFD7TPOC4,5,31,31,N,N, 1.00 
RTLD5Y2CSULE2,2,8,21,N,Y, 0.38 
R2SZLN71RJW28B,5,27,29,N,Y, 0.93 
R3AV7VNR5F5GP2,5,29,31,N,N, 0.94 
R2R3X5VXI2FFAN,1,0,27,N,Y, -   
R1L8CJRRD7OPCU,5,26,29,Y,N, 0.90 
R2V3K3YQDU7BFL,5,59,61,N,Y, 0.97 
RSSREJBFCTWIY,5,13,20,N,Y, 0.65 
RDF7L2FMKKY6U,4,1574,1622,N,Y, 0.97 
R33OPUS9SU1LL3,1,78,83,N,Y, 0.94 
RGR7KXWPLGRD8,4,71,88,N,N, 0.81 
R3OPIQBHZ3SWVL,5,108,118,N,N, 0.92 
R2KXRK9BYI34E9,1,26,31,N,Y, 0.84 
R3269TZWD87LWB,1,11,35,N,N, 0.31 
R1KXXN40Q4G7TJ,1,18,21,N,N, 0.86 
R2UVLCY7PL17JM,4,23,24,N,Y, 0.96 
R2O6W9L158KX16,3,54,66,N,Y, 0.82 
R25BNHNX1UT2KZ,4,31,36,N,Y, 0.86 
R3O5GVCEWKOK3P,4,18,20,N,N, 0.90 
R3AAG8AJYRSCAN,5,39,43,N,N, 0.91 
R2UAPHT7F417JA,1,21,31,N,N, 0.68 
R35Y3X7AWVK6GL,1,19,20,N,N, 0.95 
R3P428U4Y9FLK3,4,127,143,N,N, 0.89 
R270I7L8GYPQ6P,5,26,28,N,Y, 0.93 
R2IT1Q77L0WVST,1,45,52,N,Y, 0.87 
RHKYB9LUWCDH,5,17,23,N,Y, 0.74 
R379AD6UJZV3O,5,29,32,N,Y, 0.91 
R18D6PHQ7XWPH5,1,44,49,N,Y, 0.90 
RVOCNWCYXZF88,1,18,20,N,Y, 0.90 
R237DTBWFKJ795,3,20,25,N,N, 0.80 
R39QNDVS8BHHE6,5,22,24,N,Y, 0.92 
R1O58G2ZYKR33T,1,23,24,N,Y, 0.96 
R3IL9GIYEI2LQP,5,49,50,Y,N, 0.98 
R28CHV93F53PEN,5,20,20,N,N, 1.00 
R3IRENO4YLS0QW,5,26,26,Y,N, 1.00 
R21Z49RUR3SZYR,5,26,29,N,N, 0.90 
R1XESQB4ZOIS6F,4,85,92,N,Y, 0.92 
R16P2NVOWHVP52,3,30,30,N,Y, 1.00 
R2DJZ0B77S4RE1,4,26,30,Y,N, 0.87 
R1YY6B1PG5LKLU,5,420,439,N,Y, 0.96 
RIV73KTE1JZSJ,4,39,39,Y,N, 1.00 
R1F7P958EZSMA,1,48,55,N,N, 0.87 
R7WNQ3XLWGKEW,5,59,67,Y,N, 0.88 
R1QVZ2CWPMLCCK,4,33,35,Y,N, 0.94 
R2495ZG8Q5IBFC,5,37,39,N,N, 0.95 
R131HHXRZYHLS2,3,32,33,Y,N, 0.97 
R28SAZ4128KL8I,4,20,24,Y,N, 0.83 
R2NEJLYLA9ZUWX,4,32,34,Y,N, 0.94 
R23R2SCDIZY52W,3,34,38,N,Y, 0.89 
R2EIJ82KIJWIFK,5,38,41,N,Y, 0.93 
R2318L33CM67HB,5,23,31,N,Y, 0.74 
R3P4G1691QBIRV,3,23,25,Y,N, 0.92 
R6WQN6O1Z416A,5,19,20,N,Y, 0.95 
R1FJV9A6M0V061,1,44,51,Y,N, 0.86 
R28UI7TN9MNWOW,1,14,60,N,Y, 0.23 
R2FUXB6ASQXHQJ,3,52,60,Y,N, 0.87 
R2FI7XGA2NI0PO,5,134,143,Y,N, 0.94 
R248QHG5AYV0NS,5,21,26,N,Y, 0.81 
R2VVQ7XHJJ8JVT,2,268,285,Y,N, 0.94 
R2TF8T5B7EI969,1,40,55,N,N, 0.73 
ROYIZJDU7O6OP,5,24,35,N,Y, 0.69 
RUSIB467ADSIM,4,101,114,Y,N, 0.89 
R1QMWCMF9OU3JB,3,47,52,N,Y, 0.90 
R1ULD3V2TQU6NZ,3,24,30,Y,N, 0.80 
R2EVZF52AZIN7X,3,36,37,N,Y, 0.97 
R3TZXDS162MVB5,2,23,26,Y,N, 0.88 
RTLHRNKBZA6ZX,5,26,27,N,Y, 0.96 
R3J4RH5WJ81KNT,5,21,22,N,Y, 0.95 
R1IN1SPQXFV35J,2,32,33,N,Y, 0.97 
R1NXQQD86T56VY,5,105,112,N,Y, 0.94 
R20A1OBAIF7B2R,5,22,24,N,N, 0.92 
R221E33NVL764L,1,5,30,N,N, 0.17 
R16O5OUHZV92S1,5,24,24,N,N, 1.00 
R3H61O4LL7B8A5,4,21,23,N,Y, 0.91 
R2Y0NEJ2QECD6S,4,24,29,N,Y, 0.83 
R29YWH575AF02Z,1,44,52,N,N, 0.85 
R3TQPLQD3GMSHG,5,26,31,N,Y, 0.84 
RX2BENSV3JP81,5,21,21,N,Y, 1.00 
RLNQJG6J5YL1L,3,104,108,Y,N, 0.96 
R36XSBSM3H5FI3,4,34,35,N,Y, 0.97 
R3RELVN4Y8VCAK,5,30,30,N,N, 1.00 
R1TIPNU1VCIPPG,3,24,25,N,N, 0.96 
R2ZK1BFTK9HVO5,5,78,81,N,N, 0.96 
R89CWHHRECHHP,3,60,64,Y,N, 0.94 
R2S58R0IKMY6Q0,5,75,79,N,Y, 0.95 
R11GRJVMZLH7JU,5,30,38,N,N, 0.79 
RQGXUY1K6JINQ,4,18,20,N,Y, 0.90 
R3QRY8DUZIPKTJ,1,5,31,N,N, 0.16 
R1Q67HTM4ZL1TT,3,18,21,Y,N, 0.86 
R3I4GQEOI84XHG,3,31,36,N,N, 0.86 
R3PJUICER5EMZD,1,7,26,N,N, 0.27 
R1QPAEUVC6VSXG,4,30,33,N,N, 0.91 
RHJ2GD2BRIXPM,1,2,22,N,Y, 0.09 
R2NAXZI5U40T72,5,30,31,N,N, 0.97 
R1KS2UHISE5I5M,5,56,57,N,N, 0.98 
R39EJSOBPPQS4S,1,5,120,N,N, 0.04 
R2P4T2N9LGWG5B,5,22,23,N,Y, 0.96 
RI8H0R5V4RRIC,5,26,27,N,N, 0.96 
R2LCE3BSH58TEM,5,34,34,N,N, 1.00 
R1CT7NALCB50CJ,1,3,21,N,Y, 0.14 
R63K08D27WOBL,1,98,113,N,Y, 0.87 
R2QYD6P2AY49MN,1,9,30,N,Y, 0.30 
R331FHKQ8LU3WF,3,25,26,N,N, 0.96 
R20DJE04ICMY6S,5,82,88,N,Y, 0.93 
R1CLU6BPX4BG8Y,4,20,23,N,Y, 0.87 
R1U2ADN610ONER,5,19,22,N,Y, 0.86 
R3AKZ06UR6KUM1,4,48,51,N,Y, 0.94 
R15XV46OTV2GDF,1,30,35,N,Y, 0.86 
R3P6H9FFBI0N8P,5,23,24,N,Y, 0.96 
R2VKGPURYQ5ZDB,4,115,119,Y,N, 0.97 
R2IX0D6MYJ8E18,2,3,22,N,N, 0.14 
R1TOTYJ9LMFAKD,1,11,35,N,Y, 0.31 
RNSVX5HR8AAM9,4,24,29,N,Y, 0.83 
R2RSQ22OLTGDDM,5,19,22,N,N, 0.86 
RXTWD8OA2C585,4,22,22,N,Y, 1.00 
R2X3OQKY91RSIU,2,25,31,N,N, 0.81 
R8CVWXHS45ITI,5,37,39,N,Y, 0.95 
R2O4KRU2TO1HSE,3,14,22,N,N, 0.64 
R2FEAZ8ZBCKB77,1,18,25,N,Y, 0.72 
R248GIWHF5UWT,5,44,44,N,Y, 1.00 
R2BO0E2H5IBB3Z,5,6,25,N,N, 0.24 
RLKVXRS55XZNY,2,21,27,N,Y, 0.78 
R23RHAX9P2P7C3,4,22,25,N,Y, 0.88 
R21CINL8UJ18YY,5,25,26,N,Y, 0.96 
R1VOB2RLFA8SYR,4,73,80,N,Y, 0.91 
R174H9U01W6868,3,69,79,Y,N, 0.87 
R2AM8JTLSITNP6,4,25,28,N,Y, 0.89 
R2017TLOO749P5,4,24,27,N,N, 0.89 
R2G2AUJL6UELVA,5,30,34,N,Y, 0.88 
RYV2FIHNU7KGS,5,20,21,N,N, 0.95 
R7FD61SIH44CO,5,55,55,Y,N, 1.00 
R2A0SEW8CV3ZTN,5,22,23,N,Y, 0.96 
R26T6IY421BV2V,5,101,113,N,N, 0.89 
R5T7198JDTMQB,5,68,74,N,Y, 0.92 
R3ST8W4EXZ2TAL,3,38,39,N,Y, 0.97 
R19WS4G715TLMF,4,47,49,Y,N, 0.96 
R3ORV6EX1IX2Y5,3,24,25,N,Y, 0.96 
RQHZ01W8462L6,5,22,26,N,Y, 0.85 
R3NTTGMRCV4VT3,1,21,21,N,N, 1.00 
R10A4CFPP9N6K2,2,27,54,N,N, 0.50 
R354NA0B0Y34Q6,4,63,67,N,Y, 0.94 
R120YZUME5DQF4,5,21,21,N,Y, 1.00 
R3J9WRERORSO3E,5,28,30,N,Y, 0.93 
R1QM43IX2P8ZTP,3,40,48,Y,N, 0.83 
RAMYJEGBP2DKT,3,56,59,N,N, 0.95 
RYO6XQIASYPHC,1,25,30,N,N, 0.83 
R3MFO5AC29CJ9P,3,71,84,N,Y, 0.85 
R1T13PPK778VKV,5,23,23,N,Y, 1.00 
R1PIR4GA2INZQ9,5,139,144,N,N, 0.97 
R1K1SHUQZZGA14,3,22,23,Y,N, 0.96 
ROLX0P9BG0H3B,2,41,45,N,Y, 0.91 
R1TUFP1MPV144X,1,64,68,N,N, 0.94 
R3JR0MP3LAEGD7,4,106,108,Y,N, 0.98 
R1Z7I60YQWFPSU,4,29,32,Y,N, 0.91 
RWCMRKTOFUYBF,4,54,56,Y,N, 0.96 
R3UN78CGX461MV,1,1,45,N,Y, 0.02 
R1XKPHAZ21FMXL,3,25,25,N,N, 1.00 
RASKS7J1JXWUE,4,34,36,N,N, 0.94 
R3LF5Y8W33LN4C,1,18,20,N,N, 0.90 
R3M0GUHV14ZI4D,5,21,22,N,Y, 0.95 
R2OPLCZ7T9QJAQ,5,17,23,N,Y, 0.74 
REWWZ4LJQA9T6,4,102,111,N,N, 0.92 
R1NAC3BWOY2W2A,5,62,79,N,N, 0.78 
RSKDEJNGXA04M,5,45,47,Y,N, 0.96 
R3PZYDZ4YHOSBY,1,8,51,N,Y, 0.16 
R32FCM84U6L73E,5,20,24,N,Y, 0.83 
R11VLT3VJWQI0T,4,19,20,N,N, 0.95 
R229JN99AEEN8F,5,28,29,N,Y, 0.97 
R2NFXA2FBG0XUG,5,65,69,N,Y, 0.94 
R2SX10V62AV70K,4,23,31,N,N, 0.74 
R29VOGKV2Y5F1O,1,13,24,N,N, 0.54 
R20GD63U7H49QN,3,41,44,N,Y, 0.93 
R3IV6K3RRAS668,1,3,27,N,Y, 0.11 
R3L68CRH6YSYTR,1,30,31,N,Y, 0.97 
R24GQXSXS0OZ9X,4,22,22,N,Y, 1.00 
R3DKBSLVJCWKMB,5,22,23,N,Y, 0.96 
R1LXQJ4WMGP3DJ,4,47,51,N,N, 0.92 
R3PIYCSNHXYTJ4,1,20,20,N,Y, 1.00 
R2D7NAOXM2N0TN,5,37,38,N,Y, 0.97 
R370ENK0SW3V76,5,22,26,N,Y, 0.85 
R3UGPM2XFTG1EF,3,50,50,N,Y, 1.00 
R11L6AZF96Y5X0,1,36,48,N,N, 0.75 
R3FYGKP7TXX3B0,1,10,93,N,N, 0.11 
R3DKJ9OBTFW36P,1,21,27,N,Y, 0.78 
RZTYBH2DQ4CQA,5,24,24,N,Y, 1.00 
RJ9SOLVOSPXV8,5,172,191,N,Y, 0.90 
R2PL0TY7P99B9L,4,28,35,N,Y, 0.80 
R3BJBGCG5298O,5,67,69,Y,N, 0.97 
R36PCXWXIETD3K,1,28,36,N,Y, 0.78 
R3FFJT00A6SS0M,5,21,23,N,Y, 0.91 
R3QGERYJ7J74LV,5,20,20,N,Y, 1.00 
R2I7M2XUDBHR6V,1,107,122,N,N, 0.88 
R16XKJZ0OM1SQP,5,30,34,Y,N, 0.88 
R2IBJLK8YSKKT3,3,34,36,N,Y, 0.94 
R2FK6FM0C2PRXI,4,278,397,N,N, 0.70 
R3PPBCKWMRZGWH,4,128,139,N,N, 0.92 
R13WS0PSUAXCC6,3,10,21,N,Y, 0.48 
R13I1R5KN4W6QR,1,77,107,N,N, 0.72 
R22AIDPGYGIUJA,5,27,29,N,N, 0.93 
RR9FTHBSYQ1C5,1,20,20,N,Y, 1.00 
R17635EZFUEE57,5,30,31,Y,N, 0.97 
R344LBYBACGGI3,5,34,35,Y,N, 0.97 
R25ZCUNDZ2ZI8R,4,47,50,Y,N, 0.94 
R13LO4827JT7IK,4,37,43,N,N, 0.86 
R229CYQKXJ51TH,5,17,24,N,Y, 0.71 
R3TQ29EHQWJLEQ,3,22,25,N,Y, 0.88 
RU3LR7LNH4SV9,1,22,25,N,Y, 0.88 
R8L2PKEUG74OQ,5,24,28,N,Y, 0.86 
RIGGH9CT9PDD5,4,98,100,N,N, 0.98 
R1VKFRC1AN9RU6,1,19,20,N,Y, 0.95 
R2FS5JZ08NNW41,1,69,75,N,N, 0.92 
R2EWQ3DH950UU8,2,1,20,N,Y, 0.05 
R1D1P21Y4X9O2Z,4,189,191,Y,N, 0.99 
R27HCHJYBSEQ2R,2,25,30,N,Y, 0.83 
R1N375Q6QD2QAM,3,451,477,N,Y, 0.95 
R2ZZ7YKKA5LOT4,5,28,31,Y,N, 0.90 
R8QVG4BW9JVET,4,27,33,Y,N, 0.82 
REYV5P71HTQPO,1,17,25,Y,N, 0.68 
R1RXVBJMF4JV4O,4,41,42,N,N, 0.98 
R3C1NJNVOBAQMP,5,90,107,N,N, 0.84 
RO1STZ32VBJ75,5,18,20,N,Y, 0.90 
RPX9PPRRK8I52,5,86,87,Y,N, 0.99 
RK7XWQ68PTD38,5,45,50,Y,N, 0.90 
R3R3H2W9B8DBCW,5,81,83,N,N, 0.98 
RYCC432T97305,5,37,38,N,Y, 0.97 
RKDCXHN4NT61B,3,382,402,N,Y, 0.95 
R1R9N9L6JF64NL,5,27,27,N,N, 1.00 
R1GR763GEL1GRP,5,20,20,N,Y, 1.00 
R2UYBHSANMWQBL,5,68,68,N,Y, 1.00 
R3PVSKL1KC3MOP,3,31,34,N,Y, 0.91 
R287LHEHBH042R,4,32,35,Y,N, 0.91 
R3CTWTQZ98LC0H,5,31,36,N,Y, 0.86 
R2WP1MGLPQNIGY,4,21,21,Y,N, 1.00 
RY1DEKW6M71DL,4,19,22,N,Y, 0.86 
R38UFJ4NU03Q8T,4,29,32,N,Y, 0.91 
R1L728BSNYXS,3,144,150,Y,N, 0.96 
R2B6C79LFB8C3V,5,69,80,N,Y, 0.86 
R2B0CK1D049CUY,5,89,98,Y,N, 0.91 
R1CKYQI57AJJ2A,4,66,74,N,Y, 0.89 
R1USMZY1OPA7MJ,3,21,22,Y,N, 0.95 
R38NT37O8LIUS7,4,45,46,N,Y, 0.98 
R27C08176676H8,3,21,26,Y,N, 0.81 
R24S8T67XQ1YVJ,5,51,52,Y,N, 0.98 
RNXID0Q34TS3T,3,15,20,N,N, 0.75 
R23KGY3MC8UKD1,2,6,28,N,N, 0.21 
RGRSN2WDGKYDK,4,40,51,N,N, 0.78 
R2N092W7W1WBSA,3,25,35,N,N, 0.71 
RP51DP2T2JMA0,5,73,81,Y,N, 0.90 
R26MCTHMUY9W49,4,20,21,Y,N, 0.95 
RWRWDX8PO3D08,5,21,25,N,Y, 0.84 
R30U19OK84W5K1,5,57,59,Y,N, 0.97 
RS3KMSVA383YX,5,19,21,N,Y, 0.90 
R130U8PXIBKC79,1,45,57,N,Y, 0.79 
R2EUMUNV0BQR00,5,19,27,N,Y, 0.70 
RBY8W9OTSQFP9,1,22,48,N,Y, 0.46 
R1U9732WGQAJ2G,5,20,25,N,Y, 0.80 
R12LNZUD0Z9D5D,4,33,43,N,Y, 0.77 
R3KCUEE2RJA6P6,5,58,63,Y,N, 0.92 
R3PQ3L6OK5EP9K,1,19,52,N,Y, 0.37 
R2GD7IRHE9C9J6,3,40,42,N,Y, 0.95 
R16F40SE9WEVE2,3,5,35,N,Y, 0.14 
RDTKCDLX3C779,4,22,30,Y,N, 0.73 
R34JN26XRD646L,1,30,31,N,Y, 0.97 
R5ODGM16CNMFQ,4,15,20,N,Y, 0.75 
RMHW571BRVPD4,1,13,26,N,N, 0.50 
R17NEFI6TZJE0F,3,59,62,Y,N, 0.95 
R2PYM4QW44KACE,5,26,31,N,N, 0.84 
R1A9D1DYMTHNTA,3,54,55,N,Y, 0.98 
RRDSMK4OJ1Y2S,3,52,59,N,N, 0.88 
R21WZNW7LFWV36,4,21,22,N,Y, 0.95 
R1E0VHIRAYGUH3,5,30,32,Y,N, 0.94 
R38ZCO4IPBGGLS,5,26,29,N,Y, 0.90 
R1HQRGREGOQ2CA,5,81,100,N,Y, 0.81 
R2AE1TILTMI829,4,30,32,Y,N, 0.94 
R2CU3GKCC8TW62,5,63,69,N,Y, 0.91 
R1OO5C6OY89ZEL,4,19,23,N,N, 0.83 
R3UF6RWWSICFNF,4,28,33,Y,N, 0.85 
R2BZ8ANS80LZBX,1,24,25,N,Y, 0.96 
R3IFCTUMOKNOW3,5,13,20,N,N, 0.65 
R38AINJQQ7PJI9,5,98,101,N,Y, 0.97 
R1RM3PY7AQ1DKW,3,20,21,N,Y, 0.95 
R33M9201EHGSMX,4,49,53,Y,N, 0.92 
R2Q5FPLZ2T4PTV,4,36,50,N,Y, 0.72 
R2K2MZLDHONV1B,5,20,23,N,N, 0.87 
R22S9979F8PJEY,3,17,34,N,Y, 0.50 
R2H9O8M7YUVG5E,4,4,20,N,Y, 0.20 
R1NL4E9ZV76XKA,5,29,38,N,N, 0.76 
R15ZABQOGWB7ET,4,38,40,N,Y, 0.95 
R2TVN7GMSWOTUA,1,8,31,N,N, 0.26 
R1VSAINQOD91Q8,2,113,134,N,Y, 0.84 
R1K5UUQJ7J6IUP,5,34,37,N,Y, 0.92 
R3Q6R5MXQIXCCM,5,37,38,N,N, 0.97 
RDH3N2NP18PGW,1,19,20,N,Y, 0.95 
R1S8WGJ1WSHW3Y,3,28,30,N,Y, 0.93 
R3CIEZ1KUODC36,1,18,21,N,N, 0.86 
RD33LS6BCW9DN,1,23,24,N,Y, 0.96 
RBXQHR2GVO973,4,21,21,N,Y, 1.00 
R2AFYQTSURI0A7,1,136,143,N,Y, 0.95 
R2AVYF70PCBFCW,3,30,30,N,Y, 1.00 
RZJYG8TL4IN28,3,17,20,N,N, 0.85 
R3QMZXDWVFOS2Q,4,54,61,N,Y, 0.89 
R1AMBXN4GA8DBW,4,20,26,N,Y, 0.77 
R2UH3NLO0OCW5Z,1,20,84,N,N, 0.24 
R3OOTAZWWVGRFX,3,53,54,Y,N, 0.98 
R34ZI371YD287V,5,22,25,N,N, 0.88 
R3PHRE5IYTOH9H,4,38,49,N,Y, 0.78 
R1PHZQUAKEKMKP,1,15,21,N,Y, 0.71 
R18IBU8Z3XVE8I,5,25,26,N,Y, 0.96 
R2LAZW538M1X5S,4,31,34,N,N, 0.91 
R1KSAG3DLZPL36,1,22,33,N,N, 0.67 
R2WW6DXU98QI2O,4,17,20,Y,N, 0.85 
R3MEKJ95P5CDTI,1,82,90,N,Y, 0.91 
R11TRNP0Q07KOL,5,40,45,N,N, 0.89 
R2WU7I200BWIAL,4,1,26,N,N, 0.04 
ROWOWI1KONBCB,5,143,157,N,Y, 0.91 
R3SAFQ67ZUIE5M,4,31,33,N,N, 0.94 
R2BEERPCQE6XMQ,3,21,21,N,N, 1.00 
RC81VSIPAKCZD,1,23,26,N,Y, 0.88 
R379J3YO6TQX5S,5,31,35,N,N, 0.89 
R2CNHTYLPGVK51,3,22,22,N,Y, 1.00 
R25KJV1KDG6G3I,2,18,22,N,N, 0.82 
R1LRXJZND87J1V,2,19,34,N,Y, 0.56 
R1VZPG6CM7OGRE,4,22,26,N,Y, 0.85 
R2R6LP4D87TPCE,4,38,38,N,Y, 1.00 
RM526P82GCU2L,5,33,35,N,N, 0.94 
REVD2FVD5HEHX,5,32,33,N,N, 0.97 
RDF304R2VDSV2,5,40,43,N,Y, 0.93 
RS4QCT03N99R5,3,96,107,N,N, 0.90 
R2VJMLMEL5A3EW,5,97,101,N,Y, 0.96 
R30U039IN4XEA9,5,41,49,N,N, 0.84 
R1PSZOI8M0A62K,5,35,40,N,Y, 0.88 
R3U8E61T1MC4K7,3,1,20,N,Y, 0.05 
R8ZUX3BMBR4NC,1,2,39,N,Y, 0.05 
RF67IGY5VF24Z,5,30,30,N,Y, 1.00 
R27C130RVUHXS5,5,31,33,N,Y, 0.94 
R1SB57BF9ABKOQ,4,80,88,N,Y, 0.91 
R2JJ3C9H7G3VIY,5,20,20,N,Y, 1.00 
R10E0Q3CNS4X3L,1,17,66,N,Y, 0.26 
R2KP5NT1B949T,4,55,55,Y,N, 1.00 
R3IOG7M7FA6LVZ,1,19,23,N,N, 0.83 
R2DJHA8PUDINED,3,19,24,N,Y, 0.79 
R3GUFRBDYSOXDC,5,34,34,N,Y, 1.00 
R8CFJFVCBDREA,3,19,27,N,Y, 0.70 
R43UOVD9QI46Q,5,22,26,N,Y, 0.85 
RWRFPJHDTWPNB,4,21,22,N,Y, 0.95 
R3VX9S0DW9QQU2,5,147,154,N,N, 0.95 
R1WSUFJZTOTZOA,4,27,32,Y,N, 0.84 
R19S8O96GAIQXI,3,20,27,N,Y, 0.74 
R19C56Z55PR6PQ,1,2,35,N,N, 0.06 
R2Z168ELCACICN,1,38,39,N,Y, 0.97 
R276821H85I5EG,5,55,61,N,N, 0.90 
R1HMXJ6ESK0Q1H,1,53,64,N,Y, 0.83 
RTSBWKA6CYCWA,1,10,75,N,N, 0.13 
R1D4CD5FEZ83Q4,5,24,27,N,N, 0.89 
RB1PQZ3ZUWOZ,1,170,205,N,Y, 0.83 
